"name","gov_type","snuc_type","iucn_type","year","category","biome","area_km2","or","or_ci_min","or_ci_max","or_p","remaining_veg_treatment_initial","remaining_veg_treatment_2018","loss_veg_treatment","remaining_veg_control_initial","remaining_veg_control_2018","loss_veg_control"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO CAJU","Federal","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Caatinga",99.72,0.81605513374398,0.810345017997855,0.821805485958658,0,0.767372960325613,0.800651742152144,0.0332787818265305,0.756489403613344,0.767578155789322,0.0110887521759783
"FLORESTA NACIONAL DO TRAIRÃO","Federal","Floresta","Category VI",2006,"SU","Caatinga",285.48,0.72394661879975,0.720785134345247,0.727121970055162,0,0.890102317634251,0.922540871109367,0.032438553475116,0.888697278825625,0.861286693286682,-0.0274105855389434
"PARQUE ESTADUAL SÍTIO FUNDÃO","State","Parque","Category II",2008,"SP","Caatinga",77.76,0.32222188515159,0.315722115629845,0.328855465394043,0,0.98721064903118,0.984178241204332,-0.00303240782684755,0.980891416746157,0.93906917243644,-0.0418222443097168
"ESTAÇÃO ECOLÓGICA DE CAETÉS","State","Estação Ecológica","Category Ia",1987,"SP","Caatinga",884.88,1.51183669395711,1.51028800273265,1.51338697325251,0,0.592722149461241,0.54189817519092,-0.0508239742703213,0.594645086886548,0.623455184827175,0.0288100979406276
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA SÃO BERNARDO II","Federal","Reserva Particular do Patrimônio Natural","Category IV",2007,"SU","Caatinga",10.44,0.912144935304619,0.897958111856103,0.926555896111997,0,0.651206897330824,0.744396556297253,0.0931896589664293,0.656814291045584,0.672331914787406,0.015517623741822
"PARQUE NACIONAL RESTINGA DE JURUBATIBA","Federal","Parque","Category II",1998,"SP","Caatinga",10.08,0.681977892127284,0.672129172463194,0.691970925240329,0,0.767440815057073,0.802702581243856,0.0352617661867823,0.786282596843583,0.706206836138985,-0.0800757607045983
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CARUARA","State","Reserva Particular do Patrimônio Natural","Category IV",2012,"SU","Caatinga",532.08,0.53335045771364,0.530514618005336,0.536201456263148,0,0.920532434052096,0.957048730937328,0.0365162968852322,0.911977523920178,0.884709831267968,-0.0272676926522096
"REFÚGIO DE VIDA SILVESTRE MATA DO AMPARO","State","Refúgio de Vida Silvestre","Category III",1987,"SP","Caatinga",26.64,1.00529143528575,0.998461769439744,1.0121678173276,0.129176246810636,0.541909596278218,0.420495129860284,-0.121414466417934,0.566314959473777,0.437322026976433,-0.128992932497344
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL INTEGRA O PARQUE","Federal","Reserva Particular do Patrimônio Natural","Category IV",2013,"SU","Caatinga",17.28,0.710226174070287,0.695458179602874,0.725307765626621,0,0.679404154993021,0.782740528193804,0.103336373200783,0.664345130085563,0.675902779046924,0.0115576489613606
"APA DA ORLA MARÍTIMA DA BAÍA DE SEPETIBA","Municipal","Área de Proteção Ambiental","Category V",1988,"SU","Caatinga",159.48,0.315052314068505,0.313871312907496,0.316237758973446,0,0.84716807454446,0.965505605399541,0.118337530855081,0.844590016047872,0.727615516503503,-0.116974499544368
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SIMONE","State","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Caatinga",925.92,0.950052618906306,0.948182444244988,0.951926482259905,0,0.705336345897945,0.691101100763797,-0.0142352451341484,0.697603837503294,0.676379453692466,-0.0212243838108277
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VERBICARO","State","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Caatinga",65.16,0.0185768211407819,0.0177416325888906,0.0194513262501386,0,0.997292817956176,0.99518841208674,-0.00210440586943661,0.897957043184174,0.836777450392644,-0.0611795927915308
"PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA","Federal","Parque","Category II",2002,"SP","Caatinga",13.68,0.728297993713709,0.718919262283119,0.737799076300906,0,0.758815788909009,0.871624497990859,0.112808709081851,0.757145749110925,0.715848368347475,-0.0412973807634491
"FLORESTA NACIONAL DE AMAPÁ","Federal","Floresta","Category VI",1989,"SU","Caatinga",686.16,0.581706390069417,0.580851232476262,0.582562806667406,0,0.817808237729119,0.870655890347012,0.0528476526178928,0.813975746533027,0.693371194967676,-0.120604551565352
"FLORESTA NACIONAL DE ITAITUBA II","Federal","Floresta","Category VI",1998,"SU","Caatinga",17.28,0.735544052843122,0.727584692128821,0.74359048441483,0,0.618317932583565,0.724619053824003,0.106301121240438,0.649191019003806,0.569350806550811,-0.0798402124529948
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO CARIMBADO","State","Reserva Particular do Patrimônio Natural","Category IV",2014,"SU","Caatinga",212.04,0.558893606832963,0.548648284174259,0.569330248118571,0,0.984727867896367,0.985066174701843,0.000338306805476307,0.984325104872166,0.957842981395373,-0.0264821234767931
"ÁREA DE PROTEÇÃO AMBIENTAL DO MANGUEZAL DA BARRA GRANDE","Municipal","Área de Proteção Ambiental","Category V",2000,"SU","Caatinga",271.8,1.23472524670924,1.23146869509565,1.23799041009547,0,0.597268692647832,0.651014077761203,0.0537453851133712,0.598357208551877,0.526770346032676,-0.0715868625192004
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MIOSÓTIS","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Caatinga",12612.6,1.10295652869796,1.10218504441083,1.10372855299242,0,0.710702055167843,0.679594309460204,-0.0311077457076383,0.703175538784532,0.689133724942363,-0.0140418138421693
"PARQUE NATURAL MUNICIPAL DO PAMPA","Municipal","Parque","Category II",2014,"SP","Caatinga",3545.64,0.47773134382698,0.475800263509869,0.479670261615983,0,0.983942540156242,0.979421837697853,-0.00452070245838898,0.966485132501384,0.954635216710427,-0.0118499157909574
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FRANCISCO BRAZ DE OLIVEIRA","Federal","Reserva Particular do Patrimônio Natural","Category IV",2013,"SU","Caatinga",1293.12,1.07309014596064,1.07102889562363,1.07515536328022,0,0.601183002231148,0.573295604008486,-0.0278873982226615,0.596536202539658,0.604763493622847,0.00822729108318943
"PARQUE NATURAL MUNICIPAL TRÊS COQUEIROS","Municipal","Parque","Category II",2009,"SP","Caatinga",61.2,0.65576894500749,0.650489742447636,0.661090992177872,0,0.204053454950233,0.410115016262759,0.206061561312526,0.183612918615451,0.231127881066983,0.0475149624515325
"ESTAÇÃO ECOLÓGICA DA GUANABARA","Federal","Estação Ecológica","Category Ia",2006,"SP","Caatinga",302.76,0.101724442500439,0.101161909657628,0.102290103429703,0,0.965039688540129,0.955360479147908,-0.009679209392221,0.757260357261182,0.724071094215328,-0.0331892630458542
"RPPN PAPAGAIO DE PEITO ROXO","Federal","Reserva Particular do Patrimônio Natural","Category IV",2017,"SU","Caatinga",806.4,1.01594014966099,1.01133489740638,1.02056637256378,8.95838958570039e-12,0.699264395209348,0.687792950664822,-0.0114714445445258,0.700214419218449,0.682929284903003,-0.0172851343154463
"RPPN SANTA RITA DE CASSIA","State","Reserva Particular do Patrimônio Natural","Category IV",2015,"SU","Caatinga",49.32,0.662110247291357,0.642354882909713,0.682473179907064,0,0.953872447466328,0.977386853990764,0.0235144065244355,0.948868615348844,0.948969256268801,0.000100640919956763
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS ORQUÍDEAS","State","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Caatinga",1120.68,0.806612078083089,0.804221149643178,0.809010114690706,0,0.930506964901943,0.918050663371909,-0.0124563015300339,0.924774141000315,0.889634651403277,-0.0351394895970381
"REFÚGIO DE VIDA SILVESTRE MATA DO CURADO","State","Refúgio de Vida Silvestre","Category III",1987,"SP","Caatinga",297.72,0.851087071356975,0.849445485343416,0.852731829798531,0,0.773327982812746,0.697510233450739,-0.0758177493620066,0.769353096733183,0.644896023032878,-0.124457073700305
"PARQUE NATURAL MUNICIPAL VARGINHA","Municipal","Parque","Category II",2012,"SP","Caatinga",5170.68,0.87048437104161,0.869251041944429,0.871719450036794,0,0.901984445525064,0.896905357175354,-0.00507908834970949,0.887300956109594,0.879366348290076,-0.00793460781951794
"PARQUE NATURAL MUNICIPAL FONTE DA SAUDADE","Municipal","Parque","Category II",2000,"SP","Caatinga",318.6,0.713091631349938,0.711200208501975,0.714988084399449,0,0.807670751900417,0.797652679292938,-0.0100180726074798,0.80599639618843,0.718264123961845,-0.0877322722265844
"APA MARINHA DO LITORAL CENTRO","State","Área de Proteção Ambiental","Category V",2008,"SU","Caatinga",128.52,0.960201039482136,0.955783028987022,0.964639471784441,0,0.583055740702344,0.605835893743147,0.0227801530408029,0.583215142431974,0.56232429098557,-0.0208908514464039
"Córrego João Pereira","Indigenous people",NA,NA,2006,"IL","Caatinga",31.32,1.19190829378339,1.17942828410287,1.2045203595149,0,0.854224138218781,0.786465516635056,-0.0677586215837249,0.848028652969448,0.845102861694906,-0.00292579127454207
"Atikum","Indigenous people",NA,NA,1996,"IL","Caatinga",162.72,0.93042249514034,0.927190471940679,0.933665784605434,0,0.842417218417457,0.794080744382093,-0.0483364740353639,0.844152554836685,0.793667584994552,-0.0504849698421322
"Massacara","Indigenous people",NA,NA,1996,"IL","Caatinga",82.08,0.578765232090567,0.576361741273899,0.58117874572397,0,0.636907894770909,0.798453948501367,0.161546053730458,0.642622781174029,0.597062982175614,-0.045559798998415
"Kambiwá","Indigenous people",NA,NA,2002,"IL","Caatinga",320.4,0.698894860576344,0.696917244620386,0.700878088339011,0,0.795373596411638,0.742443139890334,-0.0529304565213035,0.794111165263052,0.739864249717905,-0.054246915545147
"Pankararé","Indigenous people",NA,NA,1996,"IL","Caatinga",302.04,0.975919213681094,0.973337151249298,0.97850812579123,0,0.696869245099168,0.694829650715501,-0.00203959438366674,0.692533236476344,0.70229749654593,0.00976426006958553
"Brejo do Burgo","Indigenous people",NA,NA,2002,"IL","Caatinga",183.24,1.44461280441427,1.44008508252286,1.44915476176007,0,0.682043222566858,0.650127701260047,-0.031915521306811,0.679070799896944,0.718930656617335,0.0398598567203917
"Kantaruré","Indigenous people",NA,NA,2001,"IL","Caatinga",18.72,0.837976250852758,0.829318649905689,0.846724232082685,0,0.759711536560924,0.793942311904035,0.0342307753431109,0.765000002458692,0.678557694316483,-0.0864423081422081
"Xukuru","Indigenous people",NA,NA,2009,"IL","Caatinga",281.88,1.00465560130875,1.00124348089049,1.00807934983344,0.00745296741248014,0.707637839091854,0.731568332684213,0.0239304935923595,0.709334884811845,0.693393656899522,-0.0159412279123224
"Kapinawá","Indigenous people",NA,NA,2002,"IL","Caatinga",126,0.897976764813029,0.894710290617663,0.901255164492857,0,0.595052853633783,0.564358058308384,-0.0306947953253984,0.593937772103984,0.558614077223465,-0.0353236948805196
"Caiçara/Ilha de São Pedro","Indigenous people",NA,NA,2004,"IL","Caatinga",39.24,0.639949699233557,0.63406484485634,0.645889171858927,0,0.403073773520892,0.723073768597402,0.31999999507651,0.397388142441995,0.422042629238768,0.0246544867967728
"Kiriri","Indigenous people",NA,NA,1996,"IL","Caatinga",126,0.43605046117175,0.434672634319995,0.437432655463928,0,0.392049923451351,0.650564285973087,0.258514362521736,0.378248880395134,0.379333473651537,0.00108459325640325
"Pankararu","Indigenous people",NA,NA,1999,"IL","Caatinga",85.68,0.82558226830778,0.822136927596528,0.829042047456496,0,0.349128151118771,0.425682772665105,0.0765546215463336,0.34390582372004,0.338905845152433,-0.00499997856760659
"Entre Serras","Indigenous people",NA,NA,2009,"IL","Caatinga",76.68,0.967855664779491,0.961979201487264,0.973768025750973,0,0.585446010022359,0.587816901940048,0.00237089191768936,0.587766196589672,0.563841183848041,-0.0239250127416314
"Tingui Botó","Indigenous people",NA,NA,1989,"IL","Caatinga",103.32,1.56940343356123,1.56274921821807,1.57608598267754,0,0.208374000733673,0.253568666949803,0.0451946662161304,0.210011902459952,0.196401581379101,-0.0136103210808508
"Pitaguary","Indigenous people",NA,NA,2009,"IL","Caatinga",16.92,0.376097312222657,0.368172029162192,0.384193195183748,0,0.92844716158319,0.913322977563168,-0.0151241840200221,0.832098171749014,0.752437182246371,-0.079660989502643
"Fulni-ô","Indigenous people",NA,NA,2008,"IL","Caatinga",117.72,0.75267064860434,0.749058481110594,0.756300234970353,0,0.339413763720269,0.437693421065306,0.0982796573450373,0.336370480682598,0.373494295023142,0.0371238143405441
"RESERVA EXTRATIVISTA ITUXÍ","Federal","Reserva Extrativista","Category VI",2008,"SU","Caatinga",28.08,0.551094811645211,0.543294467419284,0.559007149225924,0,0.647658649211129,0.708305784142934,0.0606471349318057,0.582980838723672,0.518415361320457,-0.0645654774032152
"AREA DE PROTECAO AMBIENTAL XERIUINI","Municipal","Área de Proteção Ambiental","Category V",1999,"SU","Amazon",36340.2,0.012530872236806,0.0125040536625882,0.0125577483312442,0,0.998816900756657,0.997868897989304,-0.000948002767353295,0.98096413695851,0.871665796019955,-0.109298340938556
"PARQUE NATURAL MUNICIPAL RIBEIRÃO DA PRATA","Municipal","Parque","Category II",2014,"SP","Amazon",16806.6,0.208328995443472,0.207404638380127,0.209257472163867,0,0.99851400431002,0.995853693639893,-0.00266031067012651,0.993968607204695,0.979284685536438,-0.0146839216682568
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER","State","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Amazon",3930.84,0.131010004069133,0.130524397487733,0.1314974173147,0,0.994443918927607,0.985434764964771,-0.00900915396283508,0.970948611150397,0.891548966381627,-0.07939964476877
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGELHARDT","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Amazon",10961.28,0.0859737083318911,0.0855682113944054,0.0863811268681063,0,0.998084973166894,0.997872060481908,-0.0002129126849858,0.988076980076649,0.963304300672861,-0.0247726794037884
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALBERT SCHARLE","State","Reserva Particular do Patrimônio Natural","Category IV",2014,"SU","Amazon",7708.68,0.273827913267038,0.272774607222241,0.274885286602537,0,0.993345568080523,0.991622137694215,-0.00172343038630818,0.980758707271008,0.962133131424337,-0.0186255758466715
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ","Federal","Reserva Particular do Patrimônio Natural","Category IV",2013,"SU","Amazon",3749.4,0.0545770702847808,0.0536354293042197,0.0555352430195905,0,0.999655469621081,0.999368955647779,-0.00028651397330115,0.995904196232944,0.981991555113336,-0.0139126411196071
"PARQUE NACIONAL DAS ARAUCÁRIAS","Federal","Parque","Category II",2005,"SP","Amazon",3522.96,0.281109604698054,0.278147399276296,0.284103356921916,0,0.995466351433261,0.996791023144892,0.00132467171163053,0.994424497542489,0.986407468594818,-0.00801702894767087
"RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU","State","Reserva de Desenvolvimento Sustentável","Category VI",2009,"SU","Amazon",3081.24,0.152798690136722,0.151946001572538,0.153656163807324,0,0.996064325031298,0.991786686122058,-0.00427763890924027,0.993316394707228,0.945811265385254,-0.0475051293219746
"ÁREA DE PROTEÇÃO AMBIENTAL IBIRAPUITÃ","Federal","Área de Proteção Ambiental","Category V",1992,"SU","Amazon",3987.72,0.0714476318017773,0.0711599501450882,0.071736476482547,0,0.996562465926133,0.996085161191192,-0.000477304734940787,0.994440067871863,0.940016265352905,-0.0544238025189583
"FLORESTA NACIONAL DE GOYTACAZES","Federal","Floresta","Category VI",2002,"SU","Amazon",36.72,0.625444831004842,0.619459561842767,0.631487930329125,0,0.86382352999028,0.8847303936331,0.02090686364282,0.861118564325752,0.754215317735957,-0.106903246589795
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SONHADA","Federal","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Amazon",56.88,0.95184206355597,0.942362007208843,0.961417488209181,0,0.595776201333277,0.594418996008584,-0.00135720532469363,0.605645119332821,0.562317568481296,-0.043327550851525
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DOS JACUS - RESGATE VI","Federal","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Amazon",1568.52,1.05522170662775,1.04940302509354,1.06107265131919,0,0.984914916813962,0.980693524125822,-0.00422139268813948,0.988620138507604,0.975679892346041,-0.0129402461615625
"PARQUE ESTADUAL CAMINHO DOS GERAIS","State","Parque","Category II",2007,"SP","Amazon",291.24,0.546703457632063,0.541583452834399,0.551871865771799,0,0.604436253072558,0.472137242297233,-0.132299010775325,0.596054218333574,0.496607836565923,-0.0994463817676507
"PARQUE ESTADUAL SERRA DO BRIGADEIRO","State","Parque","Category II",1996,"SP","Amazon",7497,0.0842024753122488,0.0839119115635311,0.0844940452028895,0,0.998520369732111,0.996984131863942,-0.00153623786816937,0.998078020924234,0.959053322728726,-0.039024698195508
"REFÚGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAÚ","State","Refúgio de Vida Silvestre","Category III",1987,"SP","Amazon",187.2,0.0920112386672376,0.0916884392376676,0.0923351745483887,0,0.974730345262931,0.920517135920146,-0.0542132093427845,0.975771842094568,0.332111347991472,-0.643660494103096
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SERRINHA","Federal","Reserva Particular do Patrimônio Natural","Category IV",2001,"SU","Amazon",848.52,1.13312872870225,1.1295622276119,1.13670649073044,0,0.974305406756506,0.891171188752404,-0.0831342180041018,0.975170643654829,0.920559795095443,-0.0546108485593851
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SERRA DO CARAMANDU","Federal","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Amazon",4033.8,0.0824866270180788,0.0821024625405906,0.0828725890341693,0,0.993270641096597,0.994895469885628,0.00162482878903136,0.97874244293749,0.888809089993686,-0.0899333529438041
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DA LAGOA","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Amazon",602.64,0.0228684362954364,0.0222948384374942,0.0234567915827074,0,0.997962860010004,0.999507168537115,0.00154430852711129,0.987256301667101,0.896839479491306,-0.0904168221757946
"MONUMENTO NATURAL MUNICIPAL DA PEDRA DE INOÃ","Municipal","Monumento Natural","Category III",2011,"SP","Amazon",4451.04,0.146642063008759,0.145771387378007,0.147517939084314,0,0.99717177544211,0.996979639049233,-0.000192136392877074,0.989916553091112,0.96478479169215,-0.0251317613989621
"PARQUE NATURAL MUNICIPAL DO POMBO","Municipal","Parque","Category II",2006,"SP","Amazon",1507.68,0.125542187656464,0.122962135770432,0.128176375457532,0,0.999698819480516,0.99949218652993,-0.000206632950586094,0.999077742042264,0.992075274093566,-0.00700246794869797
"PARQUE NACIONAL DA SERRA DO GANDARELA","Federal","Parque","Category II",2014,"SP","Amazon",219.6,0.674031422225689,0.667381229628885,0.680747881387406,0,0.939804000737237,0.930727523614149,-0.00907647712308846,0.928281659742848,0.896137495925192,-0.0321441638176558
"RESERVA EXTRATIVISTA MANDIRA","Federal","Reserva Extrativista","Category VI",2002,"SU","Amazon",90.72,0.226233492391115,0.224432274920007,0.228049165823958,0,0.980694444524863,0.852351191863861,-0.128343252661002,0.980545635438628,0.674278556579901,-0.306267078858726
"APA DO MORRO DOS CABRITOS","Municipal","Área de Proteção Ambiental","Category V",1992,"SU","Amazon",6744.96,0.000910062906389703,0.000889969679873992,0.000930609786283661,0,0.999961019888915,0.999879445769306,-8.15741196084074e-05,0.999240638922032,0.91860576575823,-0.0806348731638017
"APA MARINHA DO LITORAL SUL","State","Área de Proteção Ambiental","Category V",2008,"SU","Amazon",96.12,0.58540471867769,0.581033534507033,0.589808787785134,0,0.892586162474271,0.773644079346112,-0.118942083128159,0.880796439858044,0.754272142806839,-0.126524297051205
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO MIGUEL","Federal","Reserva Particular do Patrimônio Natural","Category IV",2008,"SU","Amazon",15745.32,0.0498073515062083,0.0495377810107742,0.0500783889275023,0,0.999582666449923,0.998387316671341,-0.00119534977858171,0.995053313994364,0.96802344310045,-0.0270298708939144
"PARQUE NATURAL MUNICIPAL COLONIZADOR JOSE BIANCHINI","Municipal","Parque","Category II",2017,"SP","Amazon",168.12,1.18126787665603,1.16782607029763,1.19486439968225,0,0.780185678255994,0.688149367052517,-0.0920363112034775,0.782844963494898,0.755643211868717,-0.0272017516261809
"PARQUE ESTADUAL SERRA DO OURO BRANCO","State","Parque","Category II",2009,"SP","Amazon",7444.8,0.0969523461620285,0.0965031042286493,0.0974036794096334,0,0.998118884260895,0.996369049261635,-0.0017498349992604,0.98753314111717,0.959146899442655,-0.0283862416745149
"PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO","State","Parque","Category II",1997,"SP","Amazon",9783.72,0.0449678604031595,0.0448537350109963,0.0450822761748224,0,0.999466891425087,0.995678552040857,-0.00378833938422984,0.996212118614196,0.908226446978596,-0.0879856716356002
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NATURA CERRADA","Federal","Reserva Particular do Patrimônio Natural","Category IV",2014,"SU","Amazon",5733.72,0.303482568869312,0.301556838749018,0.305420596626468,0,0.996593890865068,0.994490689092656,-0.00210320177241163,0.9921089767217,0.980704703603947,-0.0114042731177537
"ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO","State","Área de Proteção Ambiental","Category V",1985,"SU","Amazon",1534.32,0.0522439647985508,0.0521206624537557,0.0523675588408706,0,0.995407486874478,0.975925341627484,-0.0194821452469938,0.993696060573582,0.609155919289324,-0.384540141284258
"PARQUE NATURAL MUNICIPAL DA MACAQUEIRAS","Municipal","Parque","Category II",2003,"SP","Amazon",2223.36,0.00332705984262357,0.00325677034246744,0.00339886637140398,0,0.999660487156458,0.999748721342399,8.82341859408386e-05,0.997441301759274,0.895258744405067,-0.102182557354208
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO BUGIO","Federal","Reserva Particular do Patrimônio Natural","Category IV",2004,"SU","Amazon",1786.68,0.0627616917409767,0.0618240317447523,0.0637135728457846,0,0.999653341067358,0.99726426523121,-0.00238907583614834,0.998984299062577,0.983102798111026,-0.0158815009515516
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO SOL","State","Reserva Particular do Patrimônio Natural","Category IV",2010,"SU","Amazon",27,2.00409650891216,1.98073725435801,2.02773124410975,0,0.792466667294502,0.418171029866984,-0.374295637427519,0.791566665768623,0.691686015526454,-0.0998806502421696
"RESERVA BIOLÓGICA DO RIO DESCOBERTO","State","Reserva Biológica","Category Ia",2005,"SP","Amazon",8549.28,0.281655710718611,0.280014597353577,0.2833064423432,0,0.998774022864926,0.997228160106866,-0.00154586275805957,0.997398168220755,0.991441485697949,-0.0059566825228059
"PARQUE NATURAL MUNICIPAL DO CANCÃO","Municipal","Parque","Category II",2007,"SP","Amazon",5782.68,0.0283871367203905,0.028189182004517,0.0285864815464676,0,0.998502467786146,0.999066411044391,0.000563943258244937,0.990150849126576,0.929029789263188,-0.0611210598633881
"ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA","State","Área de Proteção Ambiental","Category V",1999,"SU","Amazon",9079.92,0.00193527873714979,0.00191345903460496,0.00195734725579704,0,0.999829367553485,0.999645276067656,-0.000184091485829319,0.997954100219162,0.877689743560938,-0.120264356658224
"RPPN FLOR DO CERRADO III","Federal","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Amazon",305.28,1.00372648245934,0.997945701143662,1.00954074999836,0.206891218852789,0.364317981791485,0.337979422937112,-0.0263385588543726,0.363112461259523,0.344495970466699,-0.0186164907928235
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOSCO","Federal","Reserva Particular do Patrimônio Natural","Category IV",2005,"SU","Amazon",1795.32,1.01410396211627,0.997994209469044,1.03047376049111,0.086486569615799,0.998962602335045,0.997111025900868,-0.00185157643417722,0.99905768873669,0.997983360706374,-0.00107432803031593
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAINT MICHEL 3","State","Reserva Particular do Patrimônio Natural","Category IV",2017,"SU","Amazon",18,0.795110256013623,0.759743030539316,0.832123881109211,0,0.85938533693552,0.883921143785119,0.0245358068495989,0.860597420856357,0.824375685304403,-0.0362217355519533
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Amazon",8801.28,0.0271484635518375,0.0268931227634725,0.0274062287116218,0,0.99784235586833,0.999888773161941,0.00204641729361033,0.989593848749777,0.962063398810838,-0.0275304499389388
"FLORESTA ESTADUAL ARIPUANÃ","State","Floresta","Category VI",2005,"SU","Amazon",37.08,0.450598428238451,0.44385177340357,0.457447633866611,0,0.953035250161458,0.945729023623235,-0.00730622653822299,0.929364640591214,0.85757241434264,-0.0717922262485745
"RESERVA BIOLÓGICA DO GAMA","State","Reserva Biológica","Category Ia",1988,"SP","Amazon",8721.72,0.192152672625104,0.191848539321594,0.192457288064504,0,0.998411123927494,0.990796271593226,-0.00761485233426717,0.993695796676455,0.936703371499369,-0.0569924251770864
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA I","Federal","Reserva Particular do Patrimônio Natural","Category IV",2007,"SU","Amazon",994.32,0.201224963708656,0.199839963632193,0.202619562591969,0,0.99237930276185,0.993232117590692,0.000852814828842141,0.990869811648556,0.931164154172481,-0.0597056574760749
"ÁREA DE PROTEÇÃO AMBIENTAL FOZ DO RIO SANTA TEREZA","State","Área de Proteção Ambiental","Category V",1997,"SU","Amazon",2108.52,0.58745540047663,0.586374957072185,0.588537834685656,0,0.978462823996782,0.942193717546119,-0.0362691064506633,0.981441758686421,0.882872994897715,-0.0985687637887066
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA TERRAVISTA II","Federal","Reserva Particular do Patrimônio Natural","Category IV",2009,"SU","Amazon",1855.08,0.013315353972894,0.0128577111459188,0.0137892856210058,0,0.999720674014399,0.999708157038996,-1.2516975402832e-05,0.998350471525599,0.952783326254437,-0.045567145271162
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PALMEIRAS","State","Reserva Particular do Patrimônio Natural","Category IV",2011,"SU","Amazon",1483.92,1.23348820192405,1.20626009106046,1.26133091491756,0,0.99834322525726,0.998998348373153,0.000655123115892775,0.999221819864266,0.997759932686147,-0.00146188717811901
"RESERVA PARTICULAR DO PATRIMONIO NATURAL RPPN OASIS ARARIPE","Federal","Reserva Particular do Patrimônio Natural","Category IV",2016,"SU","Amazon",1706.76,0.828277956453681,0.822368210739329,0.834230171093694,0,0.977629271761978,0.971327654579314,-0.00630161718266398,0.976370891052365,0.963759797006228,-0.0126110940461366
"PARQUE NATURAL MUNICIPAL DO SETOR SANTA CRUZ","Municipal","Parque","Category II",2004,"SP","Amazon",581.4,0.684770399186037,0.683018541463613,0.686526750205925,0,0.811392017936903,0.792172195065581,-0.0192198228713215,0.793836982774741,0.674548052922244,-0.119288929852497
"ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL","Federal","Área de Proteção Ambiental","Category V",2002,"SU","Amazon",563.04,0.854995225651369,0.852921717459883,0.857073774676183,0,0.870783172853112,0.838566049569537,-0.032217123283575,0.872805109861191,0.801065648559842,-0.0717394613013489
